,Area Name,Occupational Code,Occupation,Naics Code,Industry,Year,Employment,Employment Relative Standard Error,Response Rate(%),Hourly wage; mean,Annual wage; mean,Wage Relative Standard Error,Hourly wage; 10th percentile,Hourly wage; 25th percentile,Hourly wage; median,Hourly wage; 75th percentile,Hourly wage; 90th percentile,Annual wage; 10th percentile,Annual wage; 25th percentile,Annual wage; median,Annual wage; 75th percentile,Annual wage; 90th percentile,NLP_Category
101,North Carolina,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",0,"Cross-industry, private, federal, state, and local",2022,"33,480",3.4,9,$36.87,"$76,690",1.8,$16.84,$21.41,$29.47,$44.48,$66.87,"$35,030","$44,530","$61,300","$92,520","$139,100",Entry level and Non-tech
102,North Carolina,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",0,"Cross-industry, private, federal, state, and local",2022,"28,960",7.1,9,*,"$51,570",0.8,*,*,*,*,*,"$38,650","$46,440","$48,980","$59,250","$62,000",Entry level and Non-tech
103,North Carolina,37-2012,Maids and Housekeeping Cleaners,0,"Cross-industry, private, federal, state, and local",2022,"26,130",2.4,9,$13.19,"$27,440",1.2,$10.11,$10.86,$12.89,$14.54,$16.52,"$21,030","$22,590","$26,820","$30,250","$34,350",Entry level and Non-tech
104,North Carolina,47-2152,"Plumbers, Pipefitters, and Steamfitters",0,"Cross-industry, private, federal, state, and local",2022,"14,400",4.2,9,$23.66,"$49,210",1.4,$16.30,$18.26,$22.70,$28.42,$31.56,"$33,890","$37,980","$47,220","$59,100","$65,650",Non Entry level and Tech
105,North Carolina,13-1031,"Claims Adjusters, Examiners, and Investigators",0,"Cross-industry, private, federal, state, and local",2022,"10,370",3.2,9,$34.50,"$71,750",1.0,$22.62,$27.84,$32.76,$39.49,$48.58,"$47,060","$57,910","$68,140","$82,130","$101,050",Entry level and Non-tech
106,North Carolina,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,0,"Cross-industry, private, federal, state, and local",2022,"7,790",3.1,9,$24.97,"$51,940",1.8,$15.00,$22.84,$23.44,$31.22,$34.57,"$31,210","$47,500","$48,760","$64,930","$71,910",Entry level and Non-tech
107,North Carolina,51-3011,Bakers,0,"Cross-industry, private, federal, state, and local",2022,"6,360",17.4,9,$14.14,"$29,420",6.0,$8.89,$10.27,$13.50,$17.20,$21.25,"$18,490","$21,350","$28,080","$35,780","$44,190",Non Entry level and Non-tech
108,North Carolina,49-3021,Automotive Body and Related Repairers,0,"Cross-industry, private, federal, state, and local",2022,"5,520",3.6,9,$24.55,"$51,070",1.6,$14.95,$18.80,$22.35,$27.89,$37.28,"$31,090","$39,100","$46,490","$58,010","$77,540",Non Entry level and Tech
109,North Carolina,43-9041,Insurance Claims and Policy Processing Clerks,0,"Cross-industry, private, federal, state, and local",2022,"5,490",5.2,9,$23.88,"$49,670",1.1,$17.10,$18.79,$22.31,$27.52,$35.36,"$35,560","$39,090","$46,410","$57,240","$73,560",Entry level and Non-tech
110,North Carolina,47-2051,Cement Masons and Concrete Finishers,0,"Cross-industry, private, federal, state, and local",2022,"5,190",5.4,9,$21.40,"$44,500",1.1,$16.92,$18.33,$21.57,$23.38,$27.00,"$35,180","$38,130","$44,860","$48,620","$56,160",Entry level and Tech
111,North Carolina,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0,"Cross-industry, private, federal, state, and local",2022,"5,090",7.1,9,$29.00,"$60,320",2.1,$18.37,$22.49,$28.40,$35.54,$40.14,"$38,200","$46,790","$59,080","$73,930","$83,480",Non Entry level and Tech
112,North Carolina,25-2052,"Special Education Teachers, Kindergarten and Elementary School",0,"Cross-industry, private, federal, state, and local",2022,"4,960",6.1,9,*,"$51,250",1.1,*,*,*,*,*,"$37,670","$44,720","$49,160","$59,630","$64,420",Entry level and Non-tech
113,North Carolina,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",0,"Cross-industry, private, federal, state, and local",2022,"3,890",6.7,9,$15.86,"$32,980",1.4,$11.27,$13.48,$15.00,$18.17,$21.02,"$23,450","$28,040","$31,200","$37,780","$43,720",Non Entry level and Tech
114,North Carolina,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0,"Cross-industry, private, federal, state, and local",2022,"3,870",12.0,9,$20.97,"$43,610",3.5,$12.61,$15.37,$19.23,$27.49,$29.61,"$26,230","$31,960","$39,990","$57,170","$61,600",Non Entry level and Tech
115,North Carolina,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",0,"Cross-industry, private, federal, state, and local",2022,"3,610",6.8,9,$11.03,"$22,930",1.4,$8.60,$9.28,$10.51,$12.01,$14.28,"$17,880","$19,290","$21,850","$24,980","$29,700",Entry level and Non-tech
116,North Carolina,35-1011,Chefs and Head Cooks,0,"Cross-industry, private, federal, state, and local",2022,"3,590",5.8,9,$28.29,"$58,850",1.4,$19.72,$22.44,$27.08,$32.12,$38.06,"$41,010","$46,670","$56,320","$66,800","$79,160",Non Entry level and Non-tech
117,North Carolina,29-2057,Ophthalmic Medical Technicians,0,"Cross-industry, private, federal, state, and local",2022,"3,290",13.1,9,$18.84,"$39,180",2.2,$13.97,$15.16,$17.68,$22.61,$24.03,"$29,060","$31,520","$36,780","$47,020","$49,970",Non Entry level and Tech
118,North Carolina,25-2012,"Kindergarten Teachers, Except Special Education",0,"Cross-industry, private, federal, state, and local",2022,"3,220",8.8,9,*,"$48,570",1.1,*,*,*,*,*,"$35,560","$42,130","$48,150","$57,890","$60,500",Entry level and Non-tech
119,North Carolina,19-1042,"Medical Scientists, Except Epidemiologists",0,"Cross-industry, private, federal, state, and local",2022,"2,690",6.3,9,$51.39,"$106,880",3.8,$25.25,$32.16,$46.56,$63.56,$83.75,"$52,520","$66,880","$96,840","$132,200","$174,190",Non Entry level and Tech
120,North Carolina,47-2181,Roofers,0,"Cross-industry, private, federal, state, and local",2022,"2,660",5.2,9,$20.62,"$42,890",2.1,$15.02,$17.66,$20.74,$22.55,$27.48,"$31,240","$36,730","$43,130","$46,900","$57,160",Non Entry level and Non-tech
121,North Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",0,"Cross-industry, private, federal, state, and local",2022,"2,220",8.8,9,$14.28,"$29,700",2.5,$10.32,$11.28,$14.09,$15.92,$18.89,"$21,460","$23,450","$29,310","$33,110","$39,290",Entry level and Non-tech
122,North Carolina,19-1013,Soil and Plant Scientists,0,"Cross-industry, private, federal, state, and local",2022,"1,780",16.7,9,$38.19,"$79,440",12.6,$17.03,$17.07,$35.10,$50.63,$65.93,"$35,430","$35,510","$73,000","$105,300","$137,140",Non Entry level and Tech
123,North Carolina,47-2081,Drywall and Ceiling Tile Installers,0,"Cross-industry, private, federal, state, and local",2022,"1,310",7.4,9,$21.56,"$44,840",3.0,$14.19,$17.78,$19.98,$22.73,$28.07,"$29,520","$36,970","$41,550","$47,280","$58,390",Entry level and Non-tech
124,North Carolina,51-6021,"Pressers, Textile, Garment, and Related Materials",0,"Cross-industry, private, federal, state, and local",2022,"1,150",5.5,9,$12.69,"$26,400",1.8,$9.85,$10.90,$12.98,$13.75,$16.09,"$20,500","$22,670","$26,990","$28,600","$33,460",Non Entry level and Tech
125,North Carolina,51-2031,Engine and Other Machine Assemblers,0,"Cross-industry, private, federal, state, and local",2022,"1,030",5.8,9,$24.50,"$50,960",2.6,$17.21,$19.00,$20.14,$27.40,$39.96,"$35,800","$39,520","$41,890","$56,980","$83,120",Non Entry level and Tech
126,North Carolina,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",0,"Cross-industry, private, federal, state, and local",2022,840,14.2,9,$19.92,"$41,440",1.9,$16.04,$17.26,$18.90,$22.37,$23.30,"$33,360","$35,900","$39,310","$46,530","$48,470",Non Entry level and Tech
127,North Carolina,43-4011,Brokerage Clerks,0,"Cross-industry, private, federal, state, and local",2022,820,15.4,9,$27.09,"$56,340",1.3,$22.88,$23.68,$25.00,$29.25,$34.54,"$47,590","$49,250","$52,000","$60,850","$71,840",Entry level and Non-tech
128,North Carolina,45-2091,Agricultural Equipment Operators,0,"Cross-industry, private, federal, state, and local",2022,520,16.0,9,$19.32,"$40,190",4.6,$11.27,$13.47,$18.19,$21.78,$28.63,"$23,450","$28,020","$37,840","$45,290","$59,560",Non Entry level and Tech
129,North Carolina,49-3022,Automotive Glass Installers and Repairers,0,"Cross-industry, private, federal, state, and local",2022,510,9.0,9,$20.22,"$42,060",3.4,$11.56,$17.90,$22.02,$22.90,$23.82,"$24,040","$37,230","$45,810","$47,620","$49,550",Non Entry level and Tech
130,North Carolina,49-2092,"Electric Motor, Power Tool, and Related Repairers",0,"Cross-industry, private, federal, state, and local",2022,480,15.8,9,$23.14,"$48,120",2.2,$16.92,$18.98,$23.18,$25.64,$28.65,"$35,200","$39,480","$48,220","$53,320","$59,600",Non Entry level and Tech
131,North Carolina,51-6052,"Tailors, Dressmakers, and Custom Sewers",0,"Cross-industry, private, federal, state, and local",2022,420,24.5,9,$16.50,"$34,320",11.4,$10.39,$12.44,$14.13,$15.90,$34.08,"$21,610","$25,880","$29,380","$33,070","$70,890",Entry level and Non-tech
132,North Carolina,35-2019,"Cooks, All Other",0,"Cross-industry, private, federal, state, and local",2022,400,13.6,9,$14.24,"$29,620",3.5,$10.42,$12.18,$13.50,$15.57,$18.28,"$21,670","$25,330","$28,080","$32,390","$38,010",Non Entry level and Non-tech
133,North Carolina,51-9141,Semiconductor Processing Technicians,0,"Cross-industry, private, federal, state, and local",2022,310,25.8,9,$22.40,"$46,590",5.6,$17.33,$18.31,$22.30,$25.09,$32.04,"$36,040","$38,080","$46,380","$52,190","$66,650",Non Entry level and Tech
134,North Carolina,49-9063,Musical Instrument Repairers and Tuners,0,"Cross-industry, private, federal, state, and local",2022,200,20.8,9,$19.74,"$41,070",3.1,$13.81,$16.17,$20.05,$22.66,$23.18,"$28,730","$33,630","$41,710","$47,120","$48,220",Non Entry level and Tech
135,North Carolina,47-5041,Continuous Mining Machine Operators,0,"Cross-industry, private, federal, state, and local",2022,70,16.8,9,$26.53,"$55,170",9.6,$18.60,$19.16,$23.34,$31.17,$35.15,"$38,690","$39,850","$48,550","$64,840","$73,110",Non Entry level and Tech
136,North Carolina,51-6051,"Sewers, Hand",0,"Cross-industry, private, federal, state, and local",2022,70,29.8,9,$16.17,"$33,640",3.7,$13.61,$14.18,$15.04,$19.40,$19.40,"$28,310","$29,490","$31,270","$40,350","$40,350",Entry level and Tech
137,North Carolina,17-3021,Aerospace Engineering and Operations Technologists and Technicians,0,"Cross-industry, private, federal, state, and local",2022,*,52.1,10,$29.18,"$60,690",2.4,$23.40,$24.66,$27.87,$30.34,$38.68,"$48,670","$51,280","$57,970","$63,110","$80,440",Non Entry level and Tech
138,North Carolina,19-3011,Economists,0,"Cross-industry, private, federal, state, and local",2022,*,8.5,10,$35.39,"$73,620",12.3,$24.10,$24.10,$25.04,$40.70,$60.94,"$50,130","$50,130","$52,080","$84,660","$126,750",Non Entry level and Non-tech
139,North Carolina,47-0000,Construction and Extraction Occupations,0,"Cross-industry, private, federal, state, and local",2022,"184,660",1.0,10,$22.94,"$47,720",0.5,$14.77,$17.61,$21.79,$26.67,$33.29,"$30,710","$36,620","$45,330","$55,480","$69,240",Non Entry level and Tech
140,North Carolina,31-0000,Healthcare Support Occupations,0,"Cross-industry, private, federal, state, and local",2022,"172,820",1.2,10,$15.98,"$33,240",0.6,$10.59,$12.34,$15.14,$18.01,$22.05,"$22,030","$25,680","$31,500","$37,460","$45,870",Non Entry level and Tech
141,North Carolina,15-0000,Computer and Mathematical Occupations,0,"Cross-industry, private, federal, state, and local",2022,"172,210",1.7,10,$50.25,"$104,530",1.1,$23.98,$33.17,$49.22,$64.04,$79.32,"$49,880","$68,990","$102,370","$133,200","$164,980",Non Entry level and Tech
142,North Carolina,41-2031,Retail Salespersons,0,"Cross-industry, private, federal, state, and local",2022,"114,630",1.1,10,$15.33,"$31,880",0.6,$10.13,$11.10,$13.55,$16.59,$22.04,"$21,070","$23,080","$28,190","$34,510","$45,840",Entry level and Non-tech
143,North Carolina,53-3032,Heavy and Tractor-Trailer Truck Drivers,0,"Cross-industry, private, federal, state, and local",2022,"65,240",1.9,10,$24.49,"$50,930",0.8,$16.75,$19.04,$23.01,$28.58,$33.35,"$34,830","$39,600","$47,860","$59,450","$69,370",Non Entry level and Tech
144,North Carolina,31-1120,Home Health and Personal Care Aides,0,"Cross-industry, private, federal, state, and local",2022,"58,800",1.7,10,$12.51,"$26,020",0.5,$9.96,$10.68,$12.06,$13.76,$15.78,"$20,710","$22,210","$25,080","$28,620","$32,830",Entry level and Non-tech
145,North Carolina,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0,"Cross-industry, private, federal, state, and local",2022,"47,340",1.8,10,$34.70,"$72,180",1.6,$16.41,$21.32,$28.40,$40.33,$60.92,"$34,140","$44,350","$59,070","$83,880","$126,720",Entry level and Non-tech
146,North Carolina,39-9031,Exercise Trainers and Group Fitness Instructors,0,"Cross-industry, private, federal, state, and local",2022,"7,050",4.5,10,$23.38,"$48,630",3.0,$11.61,$17.29,$22.18,$27.77,$39.07,"$24,160","$35,970","$46,130","$57,750","$81,270",Entry level and Non-tech
147,North Carolina,51-6011,Laundry and Dry-Cleaning Workers,0,"Cross-industry, private, federal, state, and local",2022,"5,520",4.0,10,$12.24,"$25,450",0.8,$9.50,$10.79,$12.21,$13.48,$15.02,"$19,760","$22,450","$25,390","$28,050","$31,240",Entry level and Non-tech
148,North Carolina,49-9099,"Installation, Maintenance, and Repair Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,"4,490",7.1,10,$22.19,"$46,160",2.1,$13.98,$16.90,$20.20,$26.04,$33.12,"$29,070","$35,160","$42,020","$54,170","$68,890",Non Entry level and Tech
149,North Carolina,47-2141,"Painters, Construction and Maintenance",0,"Cross-industry, private, federal, state, and local",2022,"4,350",5.3,10,$19.05,"$39,620",1.9,$13.82,$15.80,$17.71,$21.72,$26.41,"$28,740","$32,860","$36,850","$45,180","$54,940",Non Entry level and Tech
150,North Carolina,53-6031,Automotive and Watercraft Service Attendants,0,"Cross-industry, private, federal, state, and local",2022,"3,150",5.6,10,$13.70,"$28,500",1.2,$10.56,$11.08,$13.25,$15.00,$17.75,"$21,960","$23,040","$27,560","$31,200","$36,920",Entry level and Non-tech
151,North Carolina,47-2211,Sheet Metal Workers,0,"Cross-industry, private, federal, state, and local",2022,"2,910",7.9,10,$22.86,"$47,540",2.0,$16.19,$18.31,$22.53,$26.66,$29.88,"$33,660","$38,080","$46,860","$55,450","$62,150",Non Entry level and Tech
152,North Carolina,43-5011,Cargo and Freight Agents,0,"Cross-industry, private, federal, state, and local",2022,"2,510",11.6,10,$22.76,"$47,330",5.6,$10.21,$17.45,$22.23,$26.56,$30.66,"$21,230","$36,290","$46,240","$55,250","$63,780",Entry level and Non-tech
153,North Carolina,49-3093,Tire Repairers and Changers,0,"Cross-industry, private, federal, state, and local",2022,"2,330",7.6,10,$16.72,"$34,780",1.9,$12.96,$14.12,$16.24,$18.50,$21.21,"$26,950","$29,380","$33,780","$38,490","$44,110",Entry level and Non-tech
154,North Carolina,53-2031,Flight Attendants,0,"Cross-industry, private, federal, state, and local",2022,"1,970",12.8,10,*,"$59,360",2.8,*,*,*,*,*,"$41,650","$48,950","$51,620","$70,470","$87,730",Entry level and Non-tech
155,North Carolina,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0,"Cross-industry, private, federal, state, and local",2022,"1,920",7.3,10,$22.31,"$46,410",1.4,$15.22,$17.21,$20.05,$24.99,$32.28,"$31,660","$35,790","$41,700","$51,980","$67,130",Non Entry level and Tech
156,North Carolina,17-2031,Bioengineers and Biomedical Engineers,0,"Cross-industry, private, federal, state, and local",2022,740,11.6,10,$43.61,"$90,710",2.8,$30.43,$36.65,$40.13,$49.59,$57.06,"$63,290","$76,220","$83,470","$103,150","$118,680",Non Entry level and Tech
157,North Carolina,29-1218,Obstetricians and Gynecologists,0,"Cross-industry, private, federal, state, and local",2022,610,12.8,10,$147.96,"$307,760",9.1,$96.15,$105.90,*,*,*,"$199,990","$220,280",*,*,*,Entry level and Non-tech
158,North Carolina,49-3041,Farm Equipment Mechanics and Service Technicians,0,"Cross-industry, private, federal, state, and local",2022,580,10.4,10,$23.69,"$49,270",2.2,$13.86,$17.18,$22.07,$28.53,$34.13,"$28,830","$35,740","$45,900","$59,350","$70,990",Non Entry level and Tech
159,North Carolina,47-2044,Tile and Stone Setters,0,"Cross-industry, private, federal, state, and local",2022,560,7.9,10,$21.25,"$44,190",3.1,$14.77,$17.21,$21.12,$22.79,$29.96,"$30,720","$35,800","$43,930","$47,410","$62,320",Non Entry level and Tech
160,North Carolina,49-3052,Motorcycle Mechanics,0,"Cross-industry, private, federal, state, and local",2022,430,9.2,10,$24.13,"$50,190",7.0,$13.50,$14.62,$22.32,$28.96,$45.67,"$28,070","$30,410","$46,420","$60,240","$95,000",Non Entry level and Tech
161,North Carolina,17-3019,"Drafters, All Other",0,"Cross-industry, private, federal, state, and local",2022,280,33.6,10,$26.20,"$54,500",3.8,$13.92,$17.69,$24.84,$29.27,$39.08,"$28,950","$36,790","$51,660","$60,870","$81,290",Non Entry level and Non-tech
162,North Carolina,47-4021,Elevator and Escalator Installers and Repairers,0,"Cross-industry, private, federal, state, and local",2022,150,26.5,10,$34.06,"$70,850",11.5,$18.88,$22.45,$28.95,$47.75,$51.09,"$39,270","$46,690","$60,220","$99,330","$106,280",Entry level and Non-tech
163,North Carolina,53-7041,Hoist and Winch Operators,0,"Cross-industry, private, federal, state, and local",2022,120,34.6,10,$16.63,"$34,580",17.5,$10.80,$11.44,$12.13,$22.77,$24.30,"$22,460","$23,800","$25,230","$47,360","$50,540",Non Entry level and Tech
164,North Carolina,11-9179,"Personal Service Managers, All Other",0,"Cross-industry, private, federal, state, and local",2022,*,62.5,11,$30.34,"$63,110",13.7,$19.28,$21.08,$33.66,$37.32,$40.09,"$40,100","$43,850","$70,010","$77,620","$83,380",Non Entry level and Tech
165,North Carolina,39-3012,Gambling and Sports Book Writers and Runners,0,"Cross-industry, private, federal, state, and local",2022,*,51.2,11,$12.90,"$26,820",8.3,$12.00,$12.30,$12.30,$13.45,$14.83,"$24,960","$25,580","$25,590","$27,970","$30,850",Non Entry level and Non-tech
166,North Carolina,43-0000,Office and Administrative Support Occupations,0,"Cross-industry, private, federal, state, and local",2022,"557,290",0.4,11,$20.14,"$41,880",0.2,$12.91,$15.26,$18.45,$23.30,$29.64,"$26,860","$31,730","$38,370","$48,460","$61,650",Entry level and Non-tech
167,North Carolina,39-0000,Personal Care and Service Occupations,0,"Cross-industry, private, federal, state, and local",2022,"78,330",1.6,11,$16.08,"$33,440",1.0,$9.56,$10.72,$13.73,$18.02,$25.94,"$19,880","$22,290","$28,560","$37,480","$53,960",Entry level and Non-tech
168,North Carolina,25-2021,"Elementary School Teachers, Except Special Education",0,"Cross-industry, private, federal, state, and local",2022,"43,240",4.1,11,*,"$49,560",0.7,*,*,*,*,*,"$37,980","$45,990","$48,290","$57,760","$60,530",Entry level and Non-tech
169,North Carolina,53-3033,Light Truck Drivers,0,"Cross-industry, private, federal, state, and local",2022,"40,470",2.4,11,$18.84,"$39,180",0.8,$10.59,$13.51,$17.15,$21.77,$29.60,"$22,020","$28,100","$35,680","$45,280","$61,560",Non Entry level and Tech
170,North Carolina,41-1011,First-Line Supervisors of Retail Sales Workers,0,"Cross-industry, private, federal, state, and local",2022,"39,880",2.6,11,$23.78,"$49,460",0.7,$13.61,$16.96,$21.11,$27.56,$35.81,"$28,300","$35,280","$43,920","$57,330","$74,480",Entry level and Non-tech
